"","Name","Longitude","Latitude","Population"
"12450","Virgil, Kansas",-96.0116,37.9807,66
"12451","Altamont, Kansas",-95.2938,37.187,1043
"12452","Manhattan, Kansas",-96.605,39.1883,57442
"12453","Circleville, Kansas",-95.8558,39.5094,167
"12454","Princeton, Kansas",-95.2707,38.4877,262
"12455","Osawatomie, Kansas",-94.9491,38.5063,4229
"12456","Mulberry, Kansas",-94.6238,37.5558,519
"12457","Wichita, Kansas",-97.344,37.6894,482205
"12458","Kincaid, Kansas",-95.1553,38.0813,118
"12459","Colwich, Kansas",-97.536,37.7819,1398
"12460","Derby, Kansas",-97.2553,37.5567,23633
"12461","Emmett, Kansas",-96.0573,39.3073,190
"12462","Simpson, Kansas",-97.934,39.386,84
"12463","Dighton, Kansas",-100.4664,38.4811,970
"12464","Girard, Kansas",-94.8458,37.5092,2510
"12465","Barnard, Kansas",-98.0444,39.1892,67
"12466","Edna, Kansas",-95.3592,37.0589,414
"12467","Speed, Kansas",-99.4211,39.6765,35
"12468","Climax, Kansas",-96.224,37.7191,67
"12469","Clifton, Kansas",-97.2806,39.568,529
"12470","Mission, Kansas",-94.6568,39.0269,9443
"12471","Norcatur, Kansas",-100.1888,39.8347,146
"12472","Webber, Kansas",-98.0351,39.9343,24
"12473","Elwood, Kansas",-94.8875,39.7526,1164
"12474","Hill City, Kansas",-99.8461,39.3672,1455
"12475","Shelby, Montana",-111.8614,48.5034,2892
"12476","Darby, Montana",-114.1797,46.0232,763
"12477","Winnett, Montana",-108.3466,47.0043,185
"12478","Three Forks, Montana",-111.5524,45.89,1944
"12479","Poplar, Montana",-105.1971,48.1106,2891
"12480","Wolf Point, Montana",-105.6413,48.0934,3790
"12481","Saco, Montana",-107.3414,48.4571,197
"12482","Kevin, Montana",-111.9655,48.7457,138
"12483","Hobson, Montana",-109.8732,46.9996,218
"12484","Hingham, Montana",-110.4213,48.5554,122
"12485","Townsend, Montana",-111.5197,46.3192,1978
"12486","Hamilton, Montana",-114.1598,46.2524,6646
"12487","Missoula, Montana",-114.0089,46.8687,89017
"12488","Fort Benton, Montana",-110.6557,47.8291,1456
"12489","Fromberg, Montana",-108.9067,45.3921,445
"12490","Stevensville, Montana",-114.0852,46.5068,1963
"12491","Froid, Montana",-104.4919,48.3352,201
"12492","Bainville, Montana",-104.2197,48.1394,314
"12493","Rexford, Montana",-115.1716,48.8997,151
"12494","Fort Peck, Montana",-106.4553,48.007,247
"12495","Cut Bank, Montana",-112.3304,48.6345,3020
"12496","Alberton, Montana",-114.4817,47.0037,417
"12497","Columbus, Montana",-109.2488,45.636,2028
"12498","Hysham, Montana",-107.2305,46.2909,301
"12499","Chinook, Montana",-109.2318,48.5901,1233
"12500","Dodson, Montana",-108.2472,48.3953,124
"12501","Culbertson, Montana",-104.5155,48.1474,804
"12502","Denton, Montana",-109.9481,47.3222,247
"12503","Broadview, Montana",-108.8789,46.0988,193
"12504","Glasgow, Montana",-106.6321,48.1989,3417
"12505","Colstrip, Montana",-106.628,45.8943,2311
"12506","Harlowton, Montana",-109.835,46.4367,984
"12507","Jordan, Montana",-106.9097,47.321,399
"12508","Joliet, Montana",-108.9721,45.4845,640
"12509","Richey, Montana",-105.0696,47.6439,187
"12510","Plevna, Montana",-104.5186,46.4184,176
"12511","Belgrade, Montana",-111.1757,45.7822,15411
"12512","Dillon, Montana",-112.6348,45.2177,4745
"12513","Nashua, Montana",-106.3571,48.1336,290
"12514","West Yellowstone, Montana",-111.1058,44.6628,1353
"12515","Fairview, Montana",-104.051,47.852,922
"12516","Eureka, Montana",-115.0475,48.876,1086
"12517","Ismay, Montana",-104.7929,46.5002,21
"12518","Deer Lodge, Montana",-112.7329,46.3977,3095
"12519","White Sulphur Springs, Montana",-110.9039,46.5452,908
"12520","Superior, Montana",-114.892,47.1935,826
"12521","Kalispell, Montana",-114.3262,48.2155,36304
"12522","Hot Springs, Montana",-114.6702,47.609,557
"12523","Broadus, Montana",-105.4084,45.4434,481
"12524","Outlook, Montana",-104.7849,48.8888,52
"12525","Judith Gap, Montana",-109.7534,46.6791,123
"12526","Bridger, Montana",-108.9167,45.2946,732
"12527","Flaxville, Montana",-105.1735,48.8045,71
"12528","Wibaux, Montana",-104.19,46.9865,649
"12529","Great Falls, Montana",-111.2993,47.5016,65960
"12530","Billings, Montana",-108.5498,45.7892,121550
"12531","Medicine Lake, Montana",-104.5018,48.5023,241
"12532","Lima, Montana",-112.5919,44.6384,224
"12533","Ekalaka, Montana",-104.5506,45.8897,353
"12534","Sheridan, Montana",-112.1946,45.4588,677
"12535","Hardin, Montana",-107.6082,45.7423,3947
"12536","Conrad, Montana",-111.9477,48.1732,2557
"12537","Glendive, Montana",-104.707,47.1102,7015
"12538","Dutton, Montana",-111.7144,47.8476,308
"12539","Miles City, Montana",-105.8387,46.406,9874
"12540","Red Lodge, Montana",-109.2501,45.1933,2237
"12541","Choteau, Montana",-112.1794,47.8137,1686
"12542","Lewistown, Montana",-109.454,47.0517,6058
"12543","Libby, Montana",-115.5559,48.3874,4053
"12544","Moore, Montana",-109.695,46.9749,198
"12545","Havre, Montana",-109.6782,48.5417,10212
"12546","Drummond, Montana",-113.1471,46.6665,348
"12547","Westby, Montana",-104.0557,48.8708,174
"12548","Terry, Montana",-105.3125,46.7923,609
"12549","Roundup, Montana",-108.54,46.4483,1840
"12550","Browning, Montana",-113.0151,48.5564,1031
"12551","Grass Range, Montana",-108.8031,47.026,108
"12552","Big Sandy, Montana",-110.1134,48.1785,590
"12553","Winifred, Montana",-109.3773,47.5621,206
"12554","Sidney, Montana",-104.1665,47.7149,6877
"12555","Whitefish, Montana",-114.3594,48.4333,7214
"12556","Bearcreek, Montana",-109.1571,45.1606,84
"12557","Ennis, Montana",-111.7318,45.3462,890
"12558","Bozeman, Montana",-111.0545,45.6828,52391
"12559","Laurel, Montana",-108.7707,45.6734,8690
"12560","Circle, Montana",-105.5868,47.4178,619
"12561","Sunburst, Montana",-111.9062,48.8777,338
"12562","Ryegate, Montana",-109.2538,46.2985,236
"12563","Geraldine, Montana",-110.2663,47.6022,261
"12564","Neihart, Montana",-110.736,46.9352,50
"12565","Big Timber, Montana",-109.9488,45.8347,1645
"12566","Thompson Falls, Montana",-115.3428,47.5994,1356
"12567","Scobey, Montana",-105.4206,48.7904,1032
"12568","Lodge Grass, Montana",-107.3677,45.3142,446
"12569","East Helena, Montana",-111.9159,46.585,2074
"12570","Ronan, Montana",-114.1005,47.5287,2016
"12571","Harlem, Montana",-108.7847,48.5318,823
"12572","Philipsburg, Montana",-113.296,46.3324,920
"12573","Troy, Montana",-115.8917,48.4623,890
"12574","Twin Bridges, Montana",-112.3341,45.5429,395
"12575","Brockton, Montana",-104.9142,48.1498,243
"12576","Columbia Falls, Montana",-114.1914,48.3698,6739
"12577","Opheim, Montana",-106.4084,48.8571,88
"12578","Baker, Montana",-104.2729,46.3645,1990
"12579","Cascade, Montana",-111.7028,47.271,688
"12580","Chester, Montana",-110.9662,48.5113,884
"12581","Forsyth, Montana",-106.6748,46.2669,1869
"12582","Virginia City, Montana",-111.9369,45.2962,198
"12583","Fairfield, Montana",-111.9814,47.6154,726
"12584","Boulder, Montana",-112.1198,46.2358,1230
"12585","Plentywood, Montana",-104.5573,48.776,1904
"12586","Clyde Park, Montana",-110.6058,45.8841,309
"12587","Plains, Montana",-114.8843,47.4602,1071
"12588","Helena, Montana",-112.0196,46.5963,49812
"12589","Melstone, Montana",-107.8684,46.5987,107
"12590","Belt, Montana",-110.9278,47.3874,588
"12591","Malta, Montana",-107.8709,48.3555,1950
"12592","Manhattan, Montana",-111.3343,45.8622,1691
"12593","Whitehall, Montana",-112.0975,45.8709,1114
"12594","Walkerville, Montana",-112.5395,46.0366,700
"12595","Pinesdale, Montana",-114.2232,46.3339,967
"12596","Polson, Montana",-114.143,47.6896,5070
"12597","Stanford, Montana",-110.219,47.1521,384
"12598","Lavina, Montana",-108.9388,46.295,173
"12599","Valier, Montana",-112.2524,48.3056,498
"12600","Livingston, Montana",-110.5537,45.6667,8586
"12601","Metcalfe, Mississippi",-91.0018,33.4505,1008
"12602","Meadville, Mississippi",-90.893,31.4721,432
"12603","Boyle, Mississippi",-90.7249,33.7065,610
"12604","Columbia, Mississippi",-89.8266,31.2564,6807
"12605","State Line, Mississippi",-88.4738,31.436,551
"12606","Verona, Mississippi",-88.7204,34.1909,3019
"12607","Sledge, Mississippi",-90.2213,34.4327,510
"12608","Shelby, Mississippi",-90.7653,33.9508,2083
"12609","Weir, Mississippi",-89.2905,33.2635,441
"12610","Polkville, Mississippi",-89.696,32.1909,803
"12611","Batesville, Mississippi",-89.9249,34.3148,7237
"12612","Montrose, Mississippi",-89.2344,32.1256,136
"12613","Gloster, Mississippi",-91.0177,31.1951,898
"12614","Okolona, Mississippi",-88.7479,34.0053,2618
"12615","Tunica, Mississippi",-90.3809,34.6881,968
"12616","Soso, Mississippi",-89.2759,31.7535,401
"12617","Flowood, Mississippi",-90.0802,32.3359,8859
"12618","Durant, Mississippi",-89.8566,33.0799,2296
"12619","Derma, Mississippi",-89.2879,33.8589,1000
"12620","Marks, Mississippi",-90.2722,34.2535,3161
"12621","Bentonia, Mississippi",-90.3692,32.6437,423
"12622","Crystal Springs, Mississippi",-90.354,31.9903,5107
"12623","Tishomingo, Mississippi",-88.2287,34.634,336
"12624","Cruger, Mississippi",-90.2355,33.323,354
"12625","Collins, Mississippi",-89.5669,31.6469,2569
"12626","Abbeville, Mississippi",-89.5025,34.5034,430
"12627","Diamondhead, Mississippi",-89.3707,30.3791,7661
"12628","Sebastopol, Mississippi",-89.334,32.5679,278
"12629","Sandersville, Mississippi",-89.0362,31.7879,719
"12630","Brooksville, Mississippi",-88.5781,33.2367,1169
"12631","Bruce, Mississippi",-89.3454,33.991,1887
"12632","Sherman, Mississippi",-88.8387,34.3611,687
"12633","Lena, Mississippi",-89.5949,32.5938,141
"12634","Mize, Mississippi",-89.5541,31.8672,327
"12635","Webb, Mississippi",-90.3463,33.9478,519
"12636","New Hebron, Mississippi",-89.9833,31.7332,445
"12637","McLain, Mississippi",-88.8239,31.1037,427
"12638","Hattiesburg, Mississippi",-89.3169,31.3073,81995
"12639","Clarksdale, Mississippi",-90.5729,34.1971,16109
"12640","Lyon, Mississippi",-90.5426,34.2168,319
"12641","Ocean Springs, Mississippi",-88.7861,30.4082,17652
"12642","Magnolia, Mississippi",-90.467,31.1619,2330
"12643","Canton, Mississippi",-90.0329,32.5976,15847
"12644","Guntown, Mississippi",-88.6641,34.4447,2720
"12645","Louisville, Mississippi",-89.0553,33.1224,4409
"12646","Water Valley, Mississippi",-89.6301,34.1622,2623
"12647","Algoma, Mississippi",-89.0336,34.1788,613
"12648","Centreville, Mississippi",-91.0654,31.087,1542
"12649","Hazlehurst, Mississippi",-90.3926,31.8645,4714
"12650","De Kalb, Mississippi",-88.656,32.7707,1045
"12651","Prentiss, Mississippi",-89.8713,31.597,982
"12652","West Point, Mississippi",-88.6571,33.6064,8827
"12653","Vardaman, Mississippi",-89.1778,33.8822,1291
"12654","Waynesboro, Mississippi",-88.6353,31.6773,4141
"12655","Friars Point, Mississippi",-90.6379,34.368,1082
"12656","Chunky, Mississippi",-88.9302,32.3275,324
"12657","New Augusta, Mississippi",-89.0272,31.2036,638
"12658","Mayersville, Mississippi",-91.0467,32.8964,541
"12659","Utica, Mississippi",-90.6221,32.1061,869
"12660","Raymond, Mississippi",-90.4083,32.2609,3649
"12661","Benoit, Mississippi",-91.0087,33.6517,448
"12662","Falkner, Mississippi",-88.9424,34.8381,510
"12663","Mendenhall, Mississippi",-89.8694,31.9609,2457
"12664","Carrollton, Mississippi",-89.9218,33.5061,182
"12665","Scooba, Mississippi",-88.4771,32.8302,697
"12666","Falcon, Mississippi",-90.2557,34.3911,150
"12667","Georgetown, Mississippi",-90.1648,31.8698,281
"12668","Isola, Mississippi",-90.5923,33.2634,652
"12669","Jonestown, Mississippi",-90.4542,34.3222,1172
"12670","Maben, Mississippi",-89.0805,33.5544,864
"12671","Morton, Mississippi",-89.6541,32.3498,2954
"12672","Nettleton, Mississippi",-88.6248,34.0853,1952
"12673","Pickens, Mississippi",-89.9696,32.8913,1054
"12674","Monticello, Mississippi",-90.1145,31.5525,1552
"12675","Drew, Mississippi",-90.5304,33.8101,1731
"12676","Marietta, Mississippi",-88.4726,34.4998,255
"12677","Snow Lake Shores, Mississippi",-89.2385,34.8239,301
"12678","Hickory, Mississippi",-89.0217,32.3167,526
"12679","Booneville, Mississippi",-88.5684,34.6643,6051
"12680","Oxford, Mississippi",-89.5289,34.3613,31728
"12681","Brookhaven, Mississippi",-90.4432,31.5803,10504
"12682","Yazoo City, Mississippi",-90.4067,32.8618,15241
"12683","Petal, Mississippi",-89.2359,31.3477,10704
"12684","Newton, Mississippi",-89.1534,32.3296,2762
"12685","Toccopola, Mississippi",-89.2211,34.2561,255
"12686","Southaven, Mississippi",-89.9787,34.9514,53214
"12687","Beaumont, Mississippi",-88.9252,31.1707,938
"12688","Ashland, Mississippi",-89.1778,34.8341,543
"12689","Duncan, Mississippi",-90.7459,34.0418,401
"12690","Shuqualak, Mississippi",-88.5693,32.9793,483
"12691","Liberty, Mississippi",-90.8006,31.1611,688
"12692","Lucedale, Mississippi",-88.5959,30.9312,2744
"12693","Learned, Mississippi",-90.5486,32.1972,93
"12694","Jumpertown, Mississippi",-88.662,34.708,482
"12695","Quitman, Mississippi",-88.7203,32.0417,2189
"12696","Holly Springs, Mississippi",-89.4466,34.7768,6146
"12697","Kosciusko, Mississippi",-89.5893,33.0585,6735
"12698","Renova, Mississippi",-90.7232,33.7804,734
"12699","Crowder, Mississippi",-90.1377,34.1729,663
"12700","Clinton, Mississippi",-90.3403,32.354,25211
"12701","Kilmichael, Mississippi",-89.5673,33.4404,595
"12702","Indianola, Mississippi",-90.6447,33.4492,9406
"12703","Port Gibson, Mississippi",-90.9834,31.9558,1430
"12704","Wiggins, Mississippi",-89.1386,30.8557,3900
"12705","Ackerman, Mississippi",-89.1711,33.311,1469
"12706","Hatley, Mississippi",-88.4184,33.9773,467
"12707","Fayette, Mississippi",-91.062,31.7123,1527
"12708","Rolling Fork, Mississippi",-90.8769,32.9073,2025
"12709","Sumrall, Mississippi",-89.5423,31.4171,1728
"12710","Enterprise, Mississippi",-88.8162,32.1731,499
"12711","Charleston, Mississippi",-90.0552,34.0075,2685
"12712","Tremont, Mississippi",-88.2507,34.2327,464
"12713","Coffeeville, Mississippi",-89.6845,33.9765,871
"12714","Bolton, Mississippi",-90.4586,32.3546,543
"12715","Woodville, Mississippi",-91.2992,31.1029,986
"12716","Bay Springs, Mississippi",-89.2792,31.9772,1738
"12717","Vaiden, Mississippi",-89.7533,33.3332,980
"12718","Bude, Mississippi",-90.8509,31.463,1017
"12719","Farmington, Mississippi",-88.4432,34.9224,2189
"12720","Philadelphia, Mississippi",-89.1221,32.7761,7639
"12721","Tutwiler, Mississippi",-90.4301,34.0121,1111
"12722","Goodman, Mississippi",-89.9128,32.9677,1313
"12723","Crawford, Mississippi",-88.6253,33.3023,650
"12724","Starkville, Mississippi",-88.8297,33.4608,32441
"12725","Amory, Mississippi",-88.4823,33.9813,6343
"12726","Roxie, Mississippi",-91.0676,31.5046,475
"12727","Caledonia, Mississippi",-88.326,33.6836,1050
"12728","Decatur, Mississippi",-89.1092,32.4339,1788
"12729","Eupora, Mississippi",-89.2766,33.5436,2075
"12730","Natchez, Mississippi",-91.3869,31.5437,26977
"12731","Leland, Mississippi",-90.891,33.4051,4157
"12732","Wesson, Mississippi",-90.3958,31.6999,1891
"12733","Doddsville, Mississippi",-90.5214,33.6599,89
"12734","Walnut Grove, Mississippi",-89.4578,32.5932,1608
"12735","Summit, Mississippi",-90.467,31.2808,1651
"12736","Sunflower, Mississippi",-90.5373,33.5444,1049
"12737","Burnsville, Mississippi",-88.3178,34.8348,930
"12738","Pontotoc, Mississippi",-89.0091,34.2532,5221
"12739","Gunnison, Mississippi",-90.9468,33.9437,422
"12740","Beulah, Mississippi",-90.9802,33.7905,325
"12741","Winstonville, Mississippi",-90.7529,33.9123,178
"12742","Biloxi, Mississippi",-88.9542,30.4393,45975
"12743","Coldwater, Mississippi",-89.9757,34.6902,1585
"12744","Pascagoula, Mississippi",-88.5507,30.3665,49504
"12745","Byhalia, Mississippi",-89.689,34.869,1245
"12746","Lexington, Mississippi",-90.0498,33.1163,1573
"12747","Louin, Mississippi",-89.2626,32.0722,268
"12748","New Albany, Mississippi",-89.0201,34.4909,7253
"12749","Marion, Mississippi",-88.6502,32.4272,1555
"12750","Gulfport, Mississippi",-89.0703,30.4271,222131
"12751","Jackson, Mississippi",-90.2124,32.3163,342607
"12752","Merigold, Mississippi",-90.7264,33.8392,410
"12753","Taylorsville, Mississippi",-89.4342,31.8322,1286
"12754","Baldwyn, Mississippi",-88.6416,34.5071,3332
"12755","Terry, Mississippi",-90.298,32.1047,1112
"12756","Crenshaw, Mississippi",-90.1946,34.5047,853
"12757","Coahoma, Mississippi",-90.522,34.3664,343
"12758","Stonewall, Mississippi",-88.7958,32.1364,1021
"12759","Ecru, Mississippi",-89.0222,34.355,982
"12760","Belzoni, Mississippi",-90.4863,33.1804,4269
"12761","Blue Mountain, Mississippi",-89.0262,34.6739,954
"12762","Fulton, Mississippi",-88.4021,34.2616,3302
"12763","Calhoun City, Mississippi",-89.3145,33.8588,1725
"12764","Smithville, Mississippi",-88.3983,34.068,913
"12765","Aberdeen, Mississippi",-88.5539,33.8287,4482
"12766","Ellisville, Mississippi",-89.2091,31.5969,4567
"12767","Pearl, Mississippi",-90.0918,32.273,26485
"12768","Vicksburg, Mississippi",-90.8868,32.3173,27887
"12769","Forest, Mississippi",-89.4761,32.3595,4877
"12770","Union, Mississippi",-89.1152,32.5711,1971
"12771","Senatobia, Mississippi",-89.9762,34.6081,6325
"12772","Cary, Mississippi",-90.9246,32.8056,285
"12773","Lambert, Mississippi",-90.2845,34.2006,1462
"12774","Winona, Mississippi",-89.728,33.4899,3813
"12775","Flora, Mississippi",-90.3132,32.5435,1884
"12776","Schlater, Mississippi",-90.3494,33.6397,295
"12777","Magee, Mississippi",-89.734,31.873,4081
"12778","Ethel, Mississippi",-89.465,33.122,404
"12779","Sumner, Mississippi",-90.3694,33.9694,296
"12780","Cleveland, Mississippi",-90.729,33.7431,15424
"12781","Laurel, Mississippi",-89.1448,31.6956,26433
"12782","Shannon, Mississippi",-88.6932,34.1144,1772
"12783","Edwards, Mississippi",-90.6055,32.3326,1006
"12784","Tchula, Mississippi",-90.2232,33.1831,1981
"12785","North Carrollton, Mississippi",-89.9193,33.5186,454
"12786","Anguilla, Mississippi",-90.8284,32.9719,661
"12787","Heidelberg, Mississippi",-88.9879,31.8898,684
"12788","Waveland, Mississippi",-89.3904,30.293,6428
"12789","Iuka, Mississippi",-88.1978,34.8077,2989
"12790","Richton, Mississippi",-88.9407,31.3495,1062
"12791","Courtland, Mississippi",-89.9433,34.2409,508
"12792","Raleigh, Mississippi",-89.5247,32.0322,1416
"12793","Houston, Mississippi",-89.0032,33.8963,2487
"12794","Osyka, Mississippi",-90.4719,31.0072,427
"12795","Pachuta, Mississippi",-88.8844,32.0441,248
"12796","Mount Olive, Mississippi",-89.656,31.7538,975
"12797","Shubuta, Mississippi",-88.7021,31.862,418
"12798","Lula, Mississippi",-90.4778,34.4545,272
"12799","Richland, Mississippi",-90.1592,32.2309,7111
"12800","Alligator, Mississippi",-90.7206,34.0899,194
"12801","Mound Bayou, Mississippi",-90.728,33.8808,1446
"12802","Lumberton, Mississippi",-89.4613,31.0065,2226
"12803","Horn Lake, Mississippi",-90.0501,34.9512,27042
"12804","Hollandale, Mississippi",-90.8529,33.1761,2413
"12805","Greenwood, Mississippi",-90.1993,33.5126,21218
"12806","Sturgis, Mississippi",-89.0458,33.3452,265
"12807","Sallis, Mississippi",-89.7647,33.0215,129
"12808","Sardis, Mississippi",-89.9114,34.4355,1655
"12809","Sidon, Mississippi",-90.2081,33.4079,484
"12810","Ridgeland, Mississippi",-90.1456,32.4225,24483
"12811","Thaxton, Mississippi",-89.1745,34.3071,668
"12812","Silver Creek, Mississippi",-90.0022,31.6048,206
"12813","McComb, Mississippi",-90.4714,31.2449,16413
"12814","McCool, Mississippi",-89.3418,33.1995,130
"12815","Potts Camp, Mississippi",-89.3065,34.6492,497
"12816","Belmont, Mississippi",-88.208,34.5046,2032
"12817","Long Beach, Mississippi",-89.1645,30.3605,15677
"12818","Itta Bena, Mississippi",-90.3256,33.5003,3979
"12819","West, Mississippi",-89.7821,33.1978,169
"12820","Brandon, Mississippi",-89.9896,32.2778,23826
"12821","Meridian, Mississippi",-88.6896,32.3846,39478
"12822","Mantachie, Mississippi",-88.4961,34.3251,1132
"12823","Saltillo, Mississippi",-88.6939,34.379,4535
"12824","Leakesville, Mississippi",-88.558,31.1545,921
"12825","D'Lo, Mississippi",-89.9011,31.9869,447
"12826","Columbus, Mississippi",-88.4134,33.5086,32386
"12827","Pace, Mississippi",-90.8592,33.7921,256
"12828","Ripley, Mississippi",-88.9445,34.7321,3576
"12829","Rienzi, Mississippi",-88.534,34.7633,315
"12830","Seminary, Mississippi",-89.4987,31.5581,313
"12831","Macon, Mississippi",-88.5564,33.1217,2831
"12832","Duck Hill, Mississippi",-89.7153,33.6316,1348
"12833","Madison, Mississippi",-90.13,32.4738,26031
"12834","Mathiston, Mississippi",-89.1277,33.539,666
"12835","Inverness, Mississippi",-90.5913,33.3543,927
"12836","Noxapater, Mississippi",-89.0636,32.9936,443
"12837","Hickory Flat, Mississippi",-89.1913,34.616,562
"12838","Shaw, Mississippi",-90.772,33.6015,1803
"12839","Carthage, Mississippi",-89.5337,32.7431,4288
"12840","Greenville, Mississippi",-91.0514,33.385,32089
"12841","Arcola, Mississippi",-90.88,33.2705,352
"12842","Poplarville, Mississippi",-89.5306,30.8391,2977
"12843","Tylertown, Mississippi",-90.1444,31.1173,1508
"12844","Walls, Mississippi",-90.1555,34.9251,1295
"12845","Como, Mississippi",-89.9391,34.5134,1240
"12846","Picayune, Mississippi",-89.6788,30.5289,16401
"12847","Artesia, Mississippi",-88.6424,33.4163,429
"12848","D'Iberville, Mississippi",-88.8982,30.4545,11503
"12849","Gautier, Mississippi",-88.6568,30.4106,18471
"12850","Rosedale, Mississippi",-91.0339,33.8525,1727
"12851","Bassfield, Mississippi",-89.745,31.4961,222
"12852","Grenada, Mississippi",-89.813,33.7816,10174
"12853","Walnut, Mississippi",-88.9236,34.9497,765
"12854","Morgan City, Mississippi",-90.3461,33.3787,242
"12855","Golden, Mississippi",-88.1863,34.4866,189
"12856","Silver City, Mississippi",-90.4967,33.0952,295
"12857","Crosby, Mississippi",-91.063,31.2791,294
"12858","Florence, Mississippi",-90.1224,32.1557,4396
"12859","Louise, Mississippi",-90.5904,32.9814,182
"12860","Myrtle, Mississippi",-89.1179,34.5605,499
"12861","Purvis, Mississippi",-89.4045,31.1428,2341
"12862","Lake, Mississippi",-89.3295,32.3406,322
"12863","Pass Christian, Mississippi",-89.2432,30.3271,5701
"12864","Hernando, Mississippi",-89.992,34.8496,15631
"12865","Pelahatchie, Mississippi",-89.8082,32.3148,1353
"12866","French Camp, Mississippi",-89.3993,33.2931,169
"12867","Moss Point, Mississippi",-88.5289,30.4241,13570
"12868","Byram, Mississippi",-90.2861,32.189,11545
"12869","Plantersville, Mississippi",-88.6654,34.2103,1161
"12870","Corinth, Mississippi",-88.5143,34.9474,12678
"12871","Olive Branch, Mississippi",-89.8478,34.9608,36699
"12872","Tupelo, Mississippi",-88.7298,34.2637,46095
"12873","Dumas, Mississippi",-88.8431,34.638,467
"12874","Moorhead, Mississippi",-90.5063,33.4494,2363
"12875","Oakland, Mississippi",-89.9151,34.0557,514
"12876","Ruleville, Mississippi",-90.55,33.7246,2718
"12877","Ware Shoals, South Carolina",-82.2421,34.3923,2183
"12878","Awendaw, South Carolina",-79.646,32.9824,1384
"12879","Lodge, South Carolina",-80.9536,33.0678,119
"12880","Ninety Six, South Carolina",-82.024,34.1696,2057
"12881","Clover, South Carolina",-81.2201,35.1124,7607
"12882","Columbia, South Carolina",-80.9043,34.0366,571249
"12883","Fairfax, South Carolina",-81.2363,32.9593,1745
"12884","Lake City, South Carolina",-79.7533,33.8676,8604
"12885","Williamston, South Carolina",-82.4793,34.6196,4190
"12886","Waterloo, South Carolina",-82.0597,34.3545,148
"12887","Central Pacolet, South Carolina",-81.7526,34.9096,227
"12888","Scranton, South Carolina",-79.7441,33.9174,860
"12889","Elgin, South Carolina",-80.793,34.1703,1540
"12890","Whitmire, South Carolina",-81.6144,34.5041,1475
"12891","Yemassee, South Carolina",-80.8547,32.6928,972
"12892","Richburg, South Carolina",-81.0197,34.7166,263
"12893","Jonesville, South Carolina",-81.6811,34.8348,860
"12894","Chesterfield, South Carolina",-80.078,34.733,1452
"12895","Kline, South Carolina",-81.3426,33.1252,189
"12896","Manning, South Carolina",-80.2178,33.6929,4918
"12897","Cottageville, South Carolina",-80.4803,32.9362,747
"12898","Barnwell, South Carolina",-81.3659,33.2419,3775
"12899","Ulmer, South Carolina",-81.208,33.0987,76
"12900","Windsor, South Carolina",-81.5129,33.4812,122
"12901","Hardeeville, South Carolina",-81.0324,32.2949,5731
"12902","Stuckey, South Carolina",-79.5132,33.7321,231
"12903","Norway, South Carolina",-81.1265,33.4503,324
"12904","Lamar, South Carolina",-80.0649,34.1695,959
"12905","Donalds, South Carolina",-82.3467,34.3766,341
"12906","Gray Court, South Carolina",-82.114,34.6078,798
"12907","Turbeville, South Carolina",-80.0161,33.8896,803
"12908","Vance, South Carolina",-80.4201,33.4364,164
"12909","New Ellenton, South Carolina",-81.6814,33.4192,2146
"12910","Loris, South Carolina",-78.8877,34.0575,2651
"12911","Greer, South Carolina",-82.2336,34.9352,29000
"12912","Coward, South Carolina",-79.749,33.9721,759
"12913","Dillon, South Carolina",-79.3721,34.4223,9511
"12914","Bethune, South Carolina",-80.3487,34.4142,347
"12915","Pendleton, South Carolina",-82.7813,34.6491,3184
"12916","Mount Pleasant, South Carolina",-79.8269,32.8532,84170
"12917","McConnells, South Carolina",-81.2266,34.8695,295
"12918","Rowesville, South Carolina",-80.8362,33.3722,293
"12919","Six Mile, South Carolina",-82.8154,34.8082,686
"12920","Luray, South Carolina",-81.2403,32.8142,121
"12921","Ehrhardt, South Carolina",-81.0138,33.0985,499
"12922","Kingstree, South Carolina",-79.8292,33.6665,5899
"12923","Johnsonville, South Carolina",-79.4443,33.8147,1504
"12924","Mount Croghan, South Carolina",-80.2264,34.7697,194
"12925","Lane, South Carolina",-79.8797,33.5251,470
"12926","Ridgeway, South Carolina",-80.9601,34.3066,303
"12927","Denmark, South Carolina",-81.1366,33.3152,3226
"12928","Goose Creek, South Carolina",-80.0063,32.992,42039
"12929","Edgefield, South Carolina",-81.9292,33.7871,4563
"12930","Landrum, South Carolina",-82.185,35.1746,4516
"12931","Sharon, South Carolina",-81.3436,34.952,569
"12932","Inman, South Carolina",-82.0917,35.0474,2292
"12933","Blythewood, South Carolina",-80.992,34.2121,3099
"12934","Summerville, South Carolina",-80.1794,33.0038,49323
"12935","Campobello, South Carolina",-82.1485,35.1279,533
"12936","Laurens, South Carolina",-82.0232,34.5014,10269
"12937","Lexington, South Carolina",-81.22,33.9881,20988
"12938","Plum Branch, South Carolina",-82.2587,33.8481,78
"12939","Hartsville, South Carolina",-80.0829,34.3679,15133
"12940","Neeses, South Carolina",-81.1243,33.5365,353
"12941","Pamplico, South Carolina",-79.5698,33.9957,1243
"12942","Elko, South Carolina",-81.3805,33.3808,185
"12943","West Pelzer, South Carolina",-82.4737,34.6449,926
"12944","Lyman, South Carolina",-82.123,34.966,3476
